feedback_id,order_id,customer_name,feedback_text,sentiment,rating,created_at
2214,5562,Faiyaz Dutt,Package cancelled due to stock issue.,Positive,2,2025-04-01 14:36:24
2215,532,Yuvaan Rastogi,Package cancelled due to stock issue.,Neutral,4,2025-09-11 03:46:06
2216,235,Pranay Bawa,"Delivery never came, wrong address issue.",Positive,4,2025-02-07 23:12:43
2217,8353,Ranbir Bal,Package cancelled due to stock issue.,Neutral,1,2025-04-02 14:14:22
2218,6834,Bhamini Garde,Package cancelled due to stock issue.,Negative,2,2025-02-18 00:51:29
2219,8679,Parinaaz Ram,Package cancelled due to stock issue.,Positive,2,2025-06-13 17:32:10
2220,4390,Anika Sule,Driver was polite but package was delayed.,Neutral,3,2025-05-27 04:34:07
2221,8115,Misha Soman,"Delivery never came, wrong address issue.",Neutral,1,2025-03-15 01:23:59
2222,7819,Ehsaan Trivedi,"Delivery never came, wrong address issue.",Negative,1,2025-02-17 11:52:32
2223,8521,Urvi Chaudhuri,"Delivery never came, wrong address issue.",Neutral,5,2025-04-10 21:39:28
2224,8083,Keya Sawhney,"Package was late, no update from driver.",Neutral,1,2025-02-05 01:11:18
2225,1255,Rati Venkatesh,"Package was late, no update from driver.",Positive,1,2025-04-20 13:47:16
2226,4093,Sana Hora,Driver was polite but package was delayed.,Positive,1,2025-03-03 21:41:35
2227,2453,Urvi Vala,"Package was late, no update from driver.",Neutral,1,2025-06-23 10:23:07
2228,5623,Vaibhav Bail,"Package was late, no update from driver.",Negative,3,2025-04-02 07:43:00
2229,4254,Azad Raja,"Package was late, no update from driver.",Negative,2,2025-08-16 20:23:49
2230,8765,Devansh Ramaswamy,"Delivery never came, wrong address issue.",Negative,3,2025-07-29 11:03:37
2231,916,Jayant Mannan,"Package was late, no update from driver.",Neutral,4,2025-08-17 01:37:09
2232,6416,Neysa Agate,"Good service, on time delivery.",Neutral,4,2025-01-13 08:18:47
2233,7166,Pranay Tailor,"Delivery never came, wrong address issue.",Positive,4,2025-03-19 00:43:14
2234,9309,Samiha Khurana,Driver was polite but package was delayed.,Positive,1,2025-09-09 08:17:49
2235,599,Lavanya Rana,Driver was polite but package was delayed.,Positive,5,2025-05-04 22:58:36
2236,557,Kiaan Chaudhuri,"Delivery never came, wrong address issue.",Positive,3,2025-02-21 02:36:39
2237,7615,Anika Rattan,"Package was late, no update from driver.",Positive,5,2025-02-20 03:46:09
2238,5331,Ojas Cherian,"Delivery never came, wrong address issue.",Neutral,4,2025-08-01 15:25:17
2239,4976,Kanav Dugar,"Good service, on time delivery.",Negative,3,2025-06-10 03:59:05
2240,7125,Madhup Mannan,"Package was late, no update from driver.",Positive,3,2025-04-07 03:36:43
2241,4558,Rati Choudhary,"Good service, on time delivery.",Positive,3,2025-06-30 05:53:59
2242,9976,Renee Ghosh,"Good service, on time delivery.",Neutral,5,2025-05-08 02:12:45
2243,7856,Ryan Zacharia,"Package was late, no update from driver.",Neutral,3,2025-06-14 20:46:27
2244,7881,Ritvik Solanki,Driver was polite but package was delayed.,Neutral,1,2025-08-10 11:10:54
2245,9560,Aaina Krishnamurthy,Driver was polite but package was delayed.,Negative,1,2025-04-26 21:52:14
2246,853,Miraan Suresh,Package cancelled due to stock issue.,Neutral,4,2025-08-19 21:44:35
2247,7065,Zeeshan Subramanian,"Good service, on time delivery.",Positive,3,2025-05-29 21:11:40
2248,462,Baiju Banerjee,Driver was polite but package was delayed.,Negative,1,2025-01-04 06:46:58
2249,9958,Hrishita Sethi,Package cancelled due to stock issue.,Negative,4,2025-04-17 14:12:19
2250,7448,Divyansh Ramanathan,"Delivery never came, wrong address issue.",Neutral,3,2025-07-17 06:05:31
2251,1034,Adira Brahmbhatt,Driver was polite but package was delayed.,Neutral,5,2025-03-19 22:03:19
2252,8475,Miraan Gandhi,"Good service, on time delivery.",Negative,3,2025-04-01 11:39:06
2253,2159,Urvi Dhawan,"Package was late, no update from driver.",Negative,5,2025-05-10 13:47:48
2254,4276,Indrajit Sani,Package cancelled due to stock issue.,Neutral,3,2025-03-27 22:50:56
2255,1688,Saira Chand,"Good service, on time delivery.",Negative,4,2025-06-02 09:50:58
2256,5657,Amani Kurian,Driver was polite but package was delayed.,Negative,4,2025-06-08 12:31:19
2257,1371,Ira Tella,Package cancelled due to stock issue.,Positive,3,2025-06-21 12:46:46
2258,7746,Amira Hans,"Good service, on time delivery.",Positive,2,2025-03-30 23:05:51
2259,8169,Vardaniya Bir,Package cancelled due to stock issue.,Neutral,2,2025-06-06 05:42:33
2260,2245,Keya Vyas,"Delivery never came, wrong address issue.",Negative,2,2025-07-22 16:34:13
2261,29,Seher Ramakrishnan,Package cancelled due to stock issue.,Neutral,3,2025-08-11 20:53:21
2262,1782,Nitara Bhatt,Driver was polite but package was delayed.,Negative,5,2025-05-23 00:17:34
2263,7841,Stuvan Bath,"Delivery never came, wrong address issue.",Positive,4,2025-08-21 19:33:21
2264,7735,Piya Chandra,Driver was polite but package was delayed.,Neutral,4,2025-05-29 16:30:55
2265,2546,Amani Chad,Package cancelled due to stock issue.,Positive,1,2025-08-11 04:42:22
2266,118,Nirvi Barman,"Good service, on time delivery.",Negative,5,2025-04-27 03:49:38
2267,4161,Zeeshan Bose,Driver was polite but package was delayed.,Positive,2,2025-06-19 09:36:07
2268,9632,Azad Bhalla,"Good service, on time delivery.",Positive,2,2025-06-27 08:30:23
2269,4874,Anika Jain,Package cancelled due to stock issue.,Negative,3,2025-02-05 14:29:48
2270,1410,Shray Choudhary,Package cancelled due to stock issue.,Neutral,2,2025-01-12 19:46:22
2271,9639,Reyansh Khare,"Good service, on time delivery.",Positive,5,2025-03-24 15:00:38
2272,6841,Sahil Saini,"Good service, on time delivery.",Positive,2,2025-04-21 12:23:26
2273,4890,Suhana Tara,Package cancelled due to stock issue.,Neutral,2,2025-07-21 06:17:29
2274,2712,Charvi Borra,Driver was polite but package was delayed.,Neutral,1,2025-03-31 19:01:16
2275,9830,Taran Chaudhuri,"Delivery never came, wrong address issue.",Negative,1,2025-07-28 07:32:42
2276,2079,Dishani Grover,"Good service, on time delivery.",Positive,3,2025-06-10 06:43:23
2277,9900,Ivan Sur,"Delivery never came, wrong address issue.",Positive,4,2025-09-06 11:27:49
2278,7494,Shlok Chhabra,"Package was late, no update from driver.",Neutral,1,2025-03-11 15:28:35
2279,1775,Ishita Hegde,Driver was polite but package was delayed.,Negative,2,2025-02-16 06:39:02
2280,303,Aradhya Thakkar,"Package was late, no update from driver.",Negative,3,2025-05-14 08:46:37
2281,7949,Romil Krishnan,"Delivery never came, wrong address issue.",Positive,5,2025-03-14 00:28:02
2282,4256,Hansh Boase,"Package was late, no update from driver.",Negative,3,2025-06-24 13:46:20
2283,7901,Miraan Shetty,"Delivery never came, wrong address issue.",Positive,3,2025-05-08 19:10:58
2284,3523,Vritika Kashyap,Driver was polite but package was delayed.,Negative,4,2025-06-25 08:34:16
2285,6548,Raunak Krishnan,"Package was late, no update from driver.",Neutral,2,2025-03-07 13:57:30
2286,2483,Nirvi Gupta,"Package was late, no update from driver.",Positive,4,2025-02-06 11:05:19
2287,6679,Jayan Halder,Driver was polite but package was delayed.,Neutral,3,2025-01-16 14:29:38
2288,1115,Sahil Soni,"Package was late, no update from driver.",Neutral,5,2025-07-27 03:20:03
2289,1702,Jiya Mani,Driver was polite but package was delayed.,Neutral,2,2025-05-15 13:59:30
2290,5693,Trisha Dutta,"Package was late, no update from driver.",Positive,4,2025-06-22 12:58:13
2291,2743,Zaina Wali,Package cancelled due to stock issue.,Positive,2,2025-08-22 03:36:20
2292,7669,Nishith Bhardwaj,Driver was polite but package was delayed.,Negative,3,2025-06-23 12:23:58
2293,1202,Anvi Jhaveri,"Delivery never came, wrong address issue.",Negative,4,2025-02-25 02:57:28
2294,4517,Jiya Choudhary,"Good service, on time delivery.",Positive,3,2025-01-12 19:25:04
2295,4509,Ritvik Bhatnagar,"Good service, on time delivery.",Neutral,4,2025-01-26 16:55:56
2296,6295,Hiran Ben,"Package was late, no update from driver.",Negative,1,2025-07-18 12:39:21
2297,1460,Hridaan Deep,"Good service, on time delivery.",Positive,3,2025-02-14 11:57:15
2298,3713,Ivan Buch,Package cancelled due to stock issue.,Neutral,3,2025-01-21 17:26:47
2299,4788,Divyansh Shukla,Driver was polite but package was delayed.,Negative,2,2025-07-09 03:33:06
2300,1648,Ela Srinivas,"Package was late, no update from driver.",Neutral,5,2025-08-06 01:40:37
2301,3907,Anahita Apte,Driver was polite but package was delayed.,Neutral,3,2025-03-29 16:25:04
2302,4862,Neysa Bumb,"Good service, on time delivery.",Negative,1,2025-02-03 16:30:13
2303,1980,Ela Chadha,"Good service, on time delivery.",Negative,1,2025-08-06 11:30:03
2304,5616,Hunar Kara,"Package was late, no update from driver.",Neutral,5,2025-07-28 13:07:42
2305,3483,Anahita Sridhar,"Package was late, no update from driver.",Positive,5,2025-02-02 21:15:08
2306,6381,Navya Jani,Driver was polite but package was delayed.,Negative,3,2025-08-15 19:22:50
2307,8456,Ishaan Sibal,"Good service, on time delivery.",Positive,3,2025-05-25 18:55:01
2308,1834,Saanvi Barad,Driver was polite but package was delayed.,Negative,4,2025-05-23 00:45:13
2309,355,Saira Ghosh,Package cancelled due to stock issue.,Positive,4,2025-03-25 10:40:06
2310,6276,Indrans Kota,Package cancelled due to stock issue.,Neutral,1,2025-06-12 20:43:58
2311,9466,Adira Sundaram,"Good service, on time delivery.",Negative,1,2025-06-02 11:32:07
2312,4858,Arhaan Saran,Package cancelled due to stock issue.,Neutral,5,2025-05-30 21:00:40
2313,9337,Anahita Wali,"Delivery never came, wrong address issue.",Negative,1,2025-07-15 20:13:08
2314,4153,Kartik Keer,Driver was polite but package was delayed.,Positive,2,2025-07-09 00:47:21
2315,1622,Shlok Uppal,"Delivery never came, wrong address issue.",Neutral,4,2025-03-20 11:58:50
2316,8369,Samiha Madan,"Package was late, no update from driver.",Positive,3,2025-07-02 23:13:03
2317,2177,Eshani Sandal,Package cancelled due to stock issue.,Negative,1,2025-03-09 20:23:22
2318,3315,Nitya Kala,"Delivery never came, wrong address issue.",Negative,1,2025-06-22 16:52:17
2319,5606,Dhruv Dyal,"Package was late, no update from driver.",Negative,3,2025-05-11 03:16:48
2320,6278,Aarush Dugar,"Package was late, no update from driver.",Negative,1,2025-07-11 21:57:28
2321,5368,Vanya Lata,"Package was late, no update from driver.",Negative,4,2025-05-28 01:34:57
2322,1246,Nirvi Chakrabarti,Driver was polite but package was delayed.,Positive,1,2025-09-04 12:19:28
2323,5176,Nayantara Ram,Package cancelled due to stock issue.,Neutral,3,2025-09-08 20:53:21
2324,7381,Raunak Krishnamurthy,Driver was polite but package was delayed.,Neutral,3,2025-05-10 19:17:38
2325,1155,Divyansh Bhattacharyya,"Package was late, no update from driver.",Negative,3,2025-04-28 10:21:46
2326,3369,Mehul Zacharia,"Delivery never came, wrong address issue.",Neutral,4,2025-02-19 15:04:42
2327,9551,Nayantara Konda,"Delivery never came, wrong address issue.",Negative,5,2025-04-21 21:04:11
2328,3982,Sumer Sama,"Good service, on time delivery.",Neutral,2,2025-01-28 13:07:17
2329,3576,Pranay Bal,"Good service, on time delivery.",Positive,3,2025-01-02 04:49:09
2330,3996,Hridaan Kata,"Delivery never came, wrong address issue.",Positive,1,2025-02-02 18:54:26
2331,6570,Pari Tiwari,Driver was polite but package was delayed.,Negative,2,2025-06-21 02:53:36
2332,1611,Onkar Bora,"Package was late, no update from driver.",Negative,2,2025-06-12 08:44:24
2333,2625,Bhamini Bajaj,"Good service, on time delivery.",Positive,2,2025-08-05 04:50:55
2334,9288,Ivan Bala,"Delivery never came, wrong address issue.",Positive,2,2025-09-08 12:22:37
2335,8352,Anay Khurana,Driver was polite but package was delayed.,Positive,4,2025-01-10 01:22:34
2336,452,Manikya Sharaf,Driver was polite but package was delayed.,Negative,3,2025-03-31 16:46:12
2337,5041,Anay Shenoy,"Delivery never came, wrong address issue.",Positive,3,2025-01-20 18:30:08
2338,6302,Nehmat Kapadia,Package cancelled due to stock issue.,Positive,3,2025-06-24 23:21:03
2339,9016,Chirag Koshy,"Package was late, no update from driver.",Neutral,5,2025-01-05 05:56:22
2340,6277,Vedika Sharma,"Good service, on time delivery.",Neutral,5,2025-08-22 03:52:08
2341,4482,Hunar Kar,"Delivery never came, wrong address issue.",Positive,3,2025-05-26 15:36:32
2342,2813,Darshit Agrawal,Package cancelled due to stock issue.,Positive,3,2025-01-25 08:28:31
2343,7502,Diya Upadhyay,"Package was late, no update from driver.",Positive,1,2025-09-09 08:48:22
2344,2921,Charvi Ranganathan,Driver was polite but package was delayed.,Negative,5,2025-08-18 21:58:52
2345,8278,Ritvik Gill,"Delivery never came, wrong address issue.",Negative,1,2025-01-06 03:49:03
2346,3172,Neelofar Deo,Driver was polite but package was delayed.,Negative,3,2025-04-05 08:08:22
2347,1678,Ojas Bajaj,Driver was polite but package was delayed.,Positive,2,2025-06-23 13:47:30
2348,5258,Kashvi Krishnamurthy,"Good service, on time delivery.",Negative,1,2025-02-10 05:39:45
2349,5611,Shalv Ram,"Delivery never came, wrong address issue.",Neutral,4,2025-06-06 21:36:36
2350,2517,Rohan Hegde,"Package was late, no update from driver.",Negative,4,2025-07-04 05:46:52
2351,836,Mannat Anne,"Delivery never came, wrong address issue.",Neutral,3,2025-05-16 11:53:31
2352,9519,Parinaaz Sawhney,Driver was polite but package was delayed.,Neutral,5,2025-01-07 02:00:41
2353,7151,Myra Kar,"Good service, on time delivery.",Negative,3,2025-07-25 17:45:10
2354,7822,Yuvaan Koshy,Package cancelled due to stock issue.,Positive,4,2025-01-14 02:31:55
2355,672,Nirvi Chhabra,"Package was late, no update from driver.",Negative,2,2025-08-30 12:58:43
2356,9689,Misha Apte,"Delivery never came, wrong address issue.",Positive,1,2025-04-14 13:24:55
2357,4520,Anahi Mane,Driver was polite but package was delayed.,Neutral,4,2025-07-24 02:50:56
2358,7555,Aniruddh Varghese,"Delivery never came, wrong address issue.",Positive,2,2025-09-04 08:01:56
2359,1117,Devansh Raja,Driver was polite but package was delayed.,Positive,3,2025-01-16 18:52:29
2360,8805,Shanaya Deshpande,"Package was late, no update from driver.",Positive,5,2025-03-24 17:44:36
2361,316,Sumer Dutt,"Package was late, no update from driver.",Neutral,4,2025-04-16 09:02:05
2362,3112,Riaan Chada,"Delivery never came, wrong address issue.",Positive,3,2025-09-02 18:46:48
2363,1985,Lagan Khanna,Driver was polite but package was delayed.,Positive,2,2025-07-25 17:30:13
2364,8616,Rasha Magar,"Good service, on time delivery.",Positive,4,2025-08-20 01:42:00
2365,4172,Gokul Ratti,"Package was late, no update from driver.",Positive,2,2025-05-11 01:47:21
2366,6757,Rasha Mani,Driver was polite but package was delayed.,Positive,5,2025-01-05 15:49:14
2367,6730,Vidur Mani,"Delivery never came, wrong address issue.",Positive,4,2025-03-16 07:50:07
2368,3995,Ira Bassi,Package cancelled due to stock issue.,Neutral,5,2025-05-08 15:53:12
2369,4279,Aaryahi Ramachandran,Package cancelled due to stock issue.,Positive,5,2025-08-01 12:36:12
2370,4148,Amira Bath,Package cancelled due to stock issue.,Negative,4,2025-02-03 13:00:07
2371,9925,Ahana  Kohli,"Good service, on time delivery.",Negative,5,2025-04-02 19:00:35
2372,2634,Nirvi Bawa,Driver was polite but package was delayed.,Neutral,4,2025-07-01 23:58:37
2373,8760,Zoya Kadakia,"Delivery never came, wrong address issue.",Negative,5,2025-05-28 16:04:57
2374,5805,Divij Ahluwalia,"Package was late, no update from driver.",Negative,4,2025-01-27 12:03:32
2375,2141,Manikya Raja,Driver was polite but package was delayed.,Positive,4,2025-05-12 22:53:21
2376,8588,Badal Kaul,Package cancelled due to stock issue.,Positive,3,2025-01-02 01:00:55
2377,9342,Navya Choudhury,"Package was late, no update from driver.",Neutral,2,2025-07-29 00:03:57
2378,6477,Rania Ghose,"Delivery never came, wrong address issue.",Negative,4,2025-01-24 12:06:26
2379,3415,Veer Vora,"Package was late, no update from driver.",Negative,4,2025-02-14 22:56:35
2380,2075,Charvi Roy,"Package was late, no update from driver.",Positive,3,2025-01-07 01:25:04
2381,1445,Anya Kanda,Driver was polite but package was delayed.,Neutral,3,2025-03-06 09:27:22
2382,1132,Purab Chauhan,Package cancelled due to stock issue.,Neutral,3,2025-06-09 19:46:51
2383,4280,Ritvik Kala,Driver was polite but package was delayed.,Positive,1,2025-09-09 05:34:47
2384,9432,Taran Bora,"Delivery never came, wrong address issue.",Positive,1,2025-08-04 01:38:53
2385,3537,Ahana  Bhargava,"Package was late, no update from driver.",Neutral,5,2025-02-27 23:20:52
2386,3442,Shamik Sule,"Delivery never came, wrong address issue.",Neutral,1,2025-07-21 20:57:56
2387,9078,Divit Sura,"Good service, on time delivery.",Neutral,1,2025-05-18 15:32:12
2388,7802,Charvi Sahota,"Package was late, no update from driver.",Positive,1,2025-04-16 09:41:33
2389,3381,Nishith Venkatesh,Package cancelled due to stock issue.,Negative,4,2025-06-30 11:51:14
2390,4736,Yasmin Hora,"Delivery never came, wrong address issue.",Neutral,1,2025-09-01 04:48:09
2391,9059,Hunar Sastry,Driver was polite but package was delayed.,Positive,4,2025-06-08 17:44:14
2392,7846,Rhea Biswas,Package cancelled due to stock issue.,Neutral,3,2025-03-29 05:33:04
2393,543,Baiju Kibe,"Delivery never came, wrong address issue.",Neutral,1,2025-04-06 20:39:42
2394,1074,Aarush Gera,"Delivery never came, wrong address issue.",Neutral,1,2025-08-04 13:25:40
2395,5504,Urvi Dass,"Delivery never came, wrong address issue.",Positive,1,2025-06-10 12:31:02
2396,3133,Veer Deshmukh,Driver was polite but package was delayed.,Neutral,2,2025-08-13 04:42:09
2397,270,Gatik Shetty,Package cancelled due to stock issue.,Neutral,4,2025-05-01 04:56:39
2398,9550,Alisha Basak,Package cancelled due to stock issue.,Neutral,3,2025-02-03 00:23:57
2399,584,Shanaya Chakrabarti,"Package was late, no update from driver.",Positive,5,2025-04-23 15:56:10
2400,4156,Emir Shere,"Delivery never came, wrong address issue.",Positive,3,2025-07-09 16:34:44
2401,3714,Tiya Barad,Driver was polite but package was delayed.,Neutral,5,2025-06-16 16:21:20
2402,6450,Jayant Yogi,"Good service, on time delivery.",Neutral,1,2025-06-10 03:45:55
2403,3412,Kaira Kanda,"Delivery never came, wrong address issue.",Negative,4,2025-07-10 18:51:44
2404,9864,Misha Dugar,"Good service, on time delivery.",Neutral,3,2025-03-18 10:51:01
2405,4571,Indrans Doctor,"Good service, on time delivery.",Neutral,1,2025-02-14 14:56:35
2406,1933,Kiara Balakrishnan,"Good service, on time delivery.",Negative,5,2025-02-08 15:33:10
2407,5007,Rati Bhatti,"Delivery never came, wrong address issue.",Positive,1,2025-08-11 18:07:46
2408,3118,Elakshi Manne,"Delivery never came, wrong address issue.",Neutral,2,2025-04-09 09:26:38
2409,4993,Zara Lad,Package cancelled due to stock issue.,Negative,1,2025-08-13 23:56:57
2410,9795,Sana Kurian,"Delivery never came, wrong address issue.",Negative,4,2025-04-16 16:27:25
2411,4009,Manikya Hora,Driver was polite but package was delayed.,Positive,5,2025-03-27 16:40:18
2412,8426,Ranbir Sridhar,"Package was late, no update from driver.",Positive,2,2025-06-21 16:42:21
2413,4301,Dhruv Doshi,"Package was late, no update from driver.",Positive,1,2025-08-05 03:49:54
2414,694,Tanya Kuruvilla,"Good service, on time delivery.",Neutral,5,2025-05-23 16:11:24
2415,1699,Mahika D’Alia,Driver was polite but package was delayed.,Positive,4,2025-03-20 16:49:03
2416,3633,Aarna Master,"Delivery never came, wrong address issue.",Positive,3,2025-06-29 02:19:59
2417,9593,Hridaan Venkatesh,"Good service, on time delivery.",Negative,1,2025-08-10 03:07:18
2418,4773,Vardaniya Boase,"Good service, on time delivery.",Positive,2,2025-08-13 21:05:06
2419,4495,Taimur Garg,Package cancelled due to stock issue.,Positive,2,2025-08-23 14:50:15
2420,2061,Sara Sankar,"Package was late, no update from driver.",Positive,1,2025-07-06 08:56:57
2421,2639,Ranbir Kothari,Package cancelled due to stock issue.,Positive,2,2025-02-16 13:58:07
2422,576,Neysa Sem,Driver was polite but package was delayed.,Positive,2,2025-04-10 08:34:02
2423,201,Aaina Mall,Driver was polite but package was delayed.,Neutral,1,2025-05-01 07:09:16
2424,9325,Tejas Kapur,"Package was late, no update from driver.",Negative,1,2025-04-05 04:04:47
2425,9901,Seher Sastry,"Delivery never came, wrong address issue.",Neutral,4,2025-03-10 22:23:37
2426,3617,Shayak Biswas,Driver was polite but package was delayed.,Positive,2,2025-05-20 04:23:15
2427,2884,Manjari Chand,"Package was late, no update from driver.",Neutral,4,2025-03-17 22:54:37
2428,3740,Fateh Sangha,"Good service, on time delivery.",Negative,5,2025-04-13 14:31:55
2429,547,Lavanya Chakraborty,"Good service, on time delivery.",Neutral,4,2025-05-17 13:16:51
2430,2488,Pari Cheema,Driver was polite but package was delayed.,Neutral,5,2025-02-14 14:38:35
2431,4892,Riaan Loyal,"Package was late, no update from driver.",Neutral,4,2025-06-13 21:37:20
2432,9957,Elakshi Batra,Package cancelled due to stock issue.,Negative,1,2025-01-03 20:05:34
2433,8483,Riya Jhaveri,"Package was late, no update from driver.",Positive,5,2025-06-08 16:25:50
2434,2012,Ehsaan Amble,Driver was polite but package was delayed.,Negative,3,2025-01-16 22:37:59
2435,4833,Damini Lal,"Package was late, no update from driver.",Positive,2,2025-03-04 18:38:27
2436,338,Divyansh Sarma,"Package was late, no update from driver.",Positive,3,2025-06-19 14:16:17
2437,5446,Akarsh Shroff,Package cancelled due to stock issue.,Positive,2,2025-04-15 05:40:30
2438,1707,Miraan Vohra,"Package was late, no update from driver.",Positive,3,2025-09-09 09:30:26
2439,3797,Ahana  Garde,"Good service, on time delivery.",Negative,2,2025-06-05 18:30:47
2440,3629,Zain Konda,"Delivery never came, wrong address issue.",Positive,1,2025-01-08 09:48:11
2441,2559,Aradhya Gulati,Package cancelled due to stock issue.,Positive,4,2025-02-05 00:15:20
2442,8119,Rati Ghose,"Package was late, no update from driver.",Neutral,3,2025-08-21 07:47:43
2443,8091,Misha Sheth,Package cancelled due to stock issue.,Neutral,5,2025-04-25 02:04:06
2444,5802,Zara Ranganathan,Driver was polite but package was delayed.,Neutral,2,2025-08-16 14:10:03
2445,4007,Sahil Mandal,Package cancelled due to stock issue.,Positive,1,2025-04-30 23:12:57
2446,4047,Sumer Golla,"Delivery never came, wrong address issue.",Negative,3,2025-09-05 21:45:53
2447,9627,Mohanlal Madan,Driver was polite but package was delayed.,Negative,5,2025-04-01 15:06:37
2448,7418,Pranay Trivedi,"Package was late, no update from driver.",Negative,4,2025-02-20 17:51:44
2449,8512,Taimur Saha,Package cancelled due to stock issue.,Neutral,2,2025-04-25 02:02:46
2450,7325,Anika Mann,Package cancelled due to stock issue.,Neutral,2,2025-01-09 04:50:04
2451,2111,Anay Bajaj,Driver was polite but package was delayed.,Negative,4,2025-03-29 16:55:37
2452,3989,Divit Bal,"Package was late, no update from driver.",Positive,2,2025-08-12 03:12:15
2453,5583,Farhan Kale,Package cancelled due to stock issue.,Positive,2,2025-06-10 05:17:33
2454,45,Piya Bassi,"Good service, on time delivery.",Negative,1,2025-04-07 06:23:12
2455,4973,Tara Atwal,"Package was late, no update from driver.",Positive,4,2025-05-19 05:50:48
2456,8338,Jivin Dyal,Driver was polite but package was delayed.,Neutral,5,2025-04-03 18:27:12
2457,1318,Tushar Raj,"Good service, on time delivery.",Negative,4,2025-02-23 22:35:34
2458,1188,Hrishita Yogi,"Good service, on time delivery.",Negative,2,2025-01-31 15:42:37
2459,4982,Misha Saha,"Package was late, no update from driver.",Neutral,5,2025-09-08 18:55:05
2460,290,Jayan Sahota,"Good service, on time delivery.",Neutral,1,2025-07-15 12:46:56
2461,157,Saira Saran,Driver was polite but package was delayed.,Positive,2,2025-07-18 16:45:38
2462,1904,Stuvan Kade,Package cancelled due to stock issue.,Negative,3,2025-02-21 14:38:18
2463,8593,Neysa Chowdhury,"Package was late, no update from driver.",Negative,5,2025-03-25 04:28:57
2464,7890,Manjari Bansal,Driver was polite but package was delayed.,Neutral,5,2025-02-18 14:36:25
2465,5450,Gokul Gala,"Delivery never came, wrong address issue.",Positive,1,2025-02-09 07:48:29
2466,3094,Heer Varghese,Package cancelled due to stock issue.,Neutral,1,2025-05-13 17:54:51
2467,2431,Kartik Majumdar,Driver was polite but package was delayed.,Negative,3,2025-01-23 16:03:04
2468,1572,Purab Sandhu,Package cancelled due to stock issue.,Neutral,4,2025-06-01 16:25:10
2469,7134,Dhanuk Baria,Driver was polite but package was delayed.,Neutral,3,2025-01-10 11:13:00
2470,5164,Aarav Khanna,"Good service, on time delivery.",Positive,2,2025-08-15 03:56:40
2471,1461,Jayan Bahl,"Package was late, no update from driver.",Negative,2,2025-06-01 11:52:21
2472,1827,Shlok Taneja,Driver was polite but package was delayed.,Positive,2,2025-01-27 11:44:01
2473,9171,Shray Solanki,Driver was polite but package was delayed.,Negative,5,2025-07-12 11:15:02
2474,2994,Urvi Behl,"Good service, on time delivery.",Neutral,4,2025-02-20 10:50:51
2475,5253,Yashvi Khalsa,Package cancelled due to stock issue.,Neutral,5,2025-03-19 20:09:51
2476,8567,Suhana Lala,Package cancelled due to stock issue.,Neutral,2,2025-06-05 11:12:25
2477,5157,Akarsh Reddy,Package cancelled due to stock issue.,Negative,3,2025-08-30 10:50:10
2478,5304,Hunar Subramaniam,Package cancelled due to stock issue.,Negative,2,2025-07-27 18:08:38
2479,8334,Manjari Borah,Package cancelled due to stock issue.,Negative,3,2025-05-13 06:10:40
2480,1501,Nehmat Mane,"Package was late, no update from driver.",Neutral,3,2025-05-05 16:29:24
2481,8669,Ivana Chauhan,"Delivery never came, wrong address issue.",Positive,4,2025-07-07 09:01:01
2482,3370,Kaira Sundaram,"Package was late, no update from driver.",Negative,3,2025-01-06 00:57:38
2483,6288,Pihu Hora,"Good service, on time delivery.",Negative,3,2025-01-18 21:56:40
2484,7878,Gokul Agate,Package cancelled due to stock issue.,Neutral,4,2025-09-12 05:36:59
2485,2,Misha Aurora,"Good service, on time delivery.",Positive,1,2025-02-03 18:58:38
2486,3793,Rohan Singh,"Package was late, no update from driver.",Positive,3,2025-02-11 05:44:10
2487,2450,Drishya Gandhi,"Good service, on time delivery.",Neutral,1,2025-02-02 05:00:12
2488,6960,Ryan Sengupta,"Good service, on time delivery.",Negative,5,2025-08-05 05:27:51
2489,4071,Aniruddh Tandon,Driver was polite but package was delayed.,Negative,2,2025-01-21 06:14:18
2490,1522,Armaan Chopra,Package cancelled due to stock issue.,Neutral,2,2025-08-28 21:08:52
2491,1335,Farhan Madan,"Good service, on time delivery.",Neutral,1,2025-07-06 07:48:10
2492,5049,Raunak De,Driver was polite but package was delayed.,Neutral,2,2025-09-05 21:08:35
2493,7576,Damini Sarma,"Delivery never came, wrong address issue.",Positive,1,2025-09-04 07:42:31
2494,3194,Navya Lal,Package cancelled due to stock issue.,Neutral,3,2025-06-12 03:08:11
2495,8612,Samar Balakrishnan,"Good service, on time delivery.",Positive,2,2025-07-01 01:03:48
2496,8960,Dharmajan Sankar,"Package was late, no update from driver.",Negative,5,2025-09-05 05:56:31
2497,412,Krish Jain,"Package was late, no update from driver.",Negative,1,2025-07-19 17:43:56
2498,3057,Shanaya Bhardwaj,"Package was late, no update from driver.",Neutral,5,2025-03-03 03:46:23
2499,4087,Urvi Kara,"Good service, on time delivery.",Neutral,2,2025-04-04 03:33:32
2500,9104,Aaina Rajan,Driver was polite but package was delayed.,Neutral,5,2025-03-13 12:13:15
2501,412,Kanav Uppal,"Good service, on time delivery.",Positive,2,2025-02-08 07:50:06
2502,8832,Diya Sachdeva,"Package was late, no update from driver.",Neutral,3,2025-03-16 13:04:10
2503,714,Rati Soni,Driver was polite but package was delayed.,Negative,5,2025-01-18 08:54:53
