order_id,client_id,customer_name,customer_phone,delivery_address_line1,delivery_address_line2,city,state,pincode,order_date,promised_delivery_date,actual_delivery_date,status,payment_mode,amount,failure_reason,created_at
822,395,Nirvi Aggarwal,+916928400517,"H.No. 86
Gaba Nagar",Kuruvilla Zila,Coimbatore,Tamil Nadu,620272,2025-08-10 07:21:11,2025-08-13 07:21:11,,In-Transit,COD,2031.17,,2025-05-07 21:59:53
823,160,Vritika Sarraf,01892979128,"31/83
Taneja Zila",Magar Path,Bengaluru,Karnataka,223471,2025-08-14 09:50:06,2025-08-17 09:50:06,,Pending,Prepaid,4590.86,,2025-04-28 02:32:27
824,240,Amani Bajwa,2829642111,"68/69, Sahota Nagar",Sood Nagar,Nagpur,Maharashtra,456773,2025-07-27 23:31:48,2025-07-29 23:31:48,,Returned,Prepaid,1952.62,,2025-02-16 04:23:24
825,440,Yuvraj  Tella,05355352781,"H.No. 900, Gaba Zila",Krishnamurthy,New Delhi,Delhi,261190,2025-02-19 15:32:12,2025-02-24 15:32:12,,Returned,COD,3682.74,,2025-08-28 01:34:11
826,289,Anika Sawhney,+916288990879,"H.No. 52, Master",Rau Road,Mumbai,Maharashtra,176569,2025-07-08 14:05:50,2025-07-10 14:05:50,,Returned,Prepaid,465.49,,2025-07-26 19:12:28
827,58,Kiaan Bal,+914842539282,"72/394, Comar Chowk",Chakrabarti Chowk,New Delhi,Delhi,924104,2025-06-09 09:07:18,2025-06-14 09:07:18,,In-Transit,Prepaid,2343.63,,2025-05-12 04:42:10
828,169,Krish Suri,+919654995057,"10/37
Malhotra Path",Arora Nagar,New Delhi,Delhi,893812,2025-09-03 16:25:09,2025-09-06 16:25:09,,Failed,Prepaid,4544.15,Stockout,2025-05-09 17:05:48
829,27,Anay Sarkar,+917846620095,"96/873
Loyal Circle",Cheema Street,Bengaluru,Karnataka,253655,2025-05-03 12:47:25,2025-05-04 12:47:25,,Failed,COD,1552.17,Weather disruption,2025-04-07 20:01:02
830,383,Reyansh Chowdhury,7994258336,"H.No. 56, Bath Road",Lala Zila,New Delhi,Delhi,133655,2025-07-24 09:44:29,2025-07-26 09:44:29,,In-Transit,COD,3385.21,,2025-08-03 02:49:37
831,186,Emir Thaker,09693697282,"58/839
Din Nagar",Sinha Nagar,Bengaluru,Karnataka,985132,2025-03-25 08:27:13,2025-03-29 08:27:13,,Returned,COD,1568.26,,2025-08-18 10:36:44
832,60,Arnav Doshi,+915841640658,"40/42
Dara",Borah Circle,Chennai,Tamil Nadu,853951,2025-08-26 14:05:42,2025-08-31 14:05:42,2025-08-31 14:05:42,Delivered,COD,1130.56,,2025-04-23 04:43:24
833,434,Jayesh Hayre,7780108930,"59
Sami",Magar Ganj,Mysuru,Karnataka,631278,2025-09-03 04:44:49,2025-09-06 04:44:49,,Pending,Prepaid,3777.69,,2025-04-10 17:25:56
834,125,Shlok Chauhan,01334913706,"H.No. 25, Aurora Circle",Baria Chowk,Surat,Gujarat,202126,2025-05-01 20:14:57,2025-05-05 20:14:57,,Failed,COD,1299.81,Stockout,2025-06-03 00:04:17
835,407,Priyansh Yogi,0038813413,"84/933
Apte Circle",Halder Road,New Delhi,Delhi,688900,2025-09-04 16:52:35,2025-09-05 16:52:35,,Failed,Prepaid,3073.52,Weather disruption,2025-06-10 18:50:54
836,58,Zara Guha,7166600323,"72
Hayer Chowk",Lalla Zila,Ahmedabad,Gujarat,550947,2025-05-05 12:52:09,2025-05-07 12:52:09,2025-05-07 12:52:09,Delivered,COD,321.8,,2025-02-07 10:58:52
837,432,Reyansh Barad,1970512800,"H.No. 83
Kota Chowk",Chahal Marg,Surat,Gujarat,268991,2025-01-07 14:45:32,2025-01-10 14:45:32,,Returned,Prepaid,1536.89,,2025-03-09 01:02:09
838,222,Amani Kapoor,+910473166895,"15/094, Kothari Marg",Bose Road,Bengaluru,Karnataka,662599,2025-08-21 03:29:55,2025-08-24 03:29:55,2025-08-24 03:29:55,Delivered,COD,2461.32,,2025-05-30 03:18:28
839,424,Lavanya Chand,02434657813,"H.No. 665
Sahni Chowk",Bala Nagar,Mysuru,Karnataka,512128,2025-07-16 02:08:08,2025-07-18 02:08:08,2025-07-20 02:08:08,Delivered,COD,3069.43,,2025-08-04 06:01:43
840,26,Gokul Salvi,6673501280,"23, Dey Marg",Keer Ganj,Bengaluru,Karnataka,898194,2025-02-28 19:46:09,2025-03-03 19:46:09,,Pending,COD,2166.18,,2025-04-13 12:51:14
841,21,Riya Bhat,05877005676,"69/75, Bakshi Ganj",Kanda Circle,New Delhi,Delhi,907532,2025-02-17 04:02:25,2025-02-18 04:02:25,2025-02-18 04:02:25,Delivered,Prepaid,4244.38,,2025-06-01 22:13:17
842,100,Umang Mahajan,0775805584,"H.No. 913, Mall Marg",Gaba Street,New Delhi,Delhi,841617,2025-03-20 02:42:41,2025-03-24 02:42:41,,In-Transit,COD,1501.43,,2025-08-28 22:01:15
843,163,Jayan Barad,0286479875,"H.No. 66, Jha Path",Dubey Chowk,Coimbatore,Tamil Nadu,370378,2025-07-24 02:03:14,2025-07-29 02:03:14,,Pending,Prepaid,3004.18,,2025-05-04 01:20:32
844,297,Hansh Borah,07469041564,"11/03
Arora Chowk",Chaudhari Ganj,Nagpur,Maharashtra,595507,2025-04-25 23:28:18,2025-04-28 23:28:18,,Pending,COD,3719.89,,2025-08-22 19:55:15
845,333,Zain Raja,7124592236,"55
Borra Ganj",Barman Road,Mysuru,Karnataka,419866,2025-07-17 01:48:07,2025-07-21 01:48:07,,Pending,Prepaid,3185.4,,2025-04-05 23:08:54
846,113,Taimur Khatri,09546048854,"71/307, Ravi Road",Ratti Road,Nagpur,Maharashtra,752180,2025-05-23 08:09:00,2025-05-25 08:09:00,2025-05-25 08:09:00,Delivered,Prepaid,1541.16,,2025-08-03 13:35:38
847,237,Jivin Dani,02561658098,"H.No. 982
Gola Road",Gulati,New Delhi,Delhi,079810,2025-02-12 14:46:05,2025-02-16 14:46:05,,Failed,Prepaid,3124.1,Warehouse delay,2025-03-27 23:33:18
848,434,Fateh Wason,9491831347,"17
Chadha Marg",Shah Marg,Bengaluru,Karnataka,575931,2025-05-05 20:30:46,2025-05-07 20:30:46,,In-Transit,Prepaid,1289.79,,2025-06-24 10:31:00
849,285,Vanya Gola,2544365214,"99/001
Virk Ganj",Loke,Ahmedabad,Gujarat,942761,2025-03-28 16:44:29,2025-04-02 16:44:29,2025-04-03 16:44:29,Delivered,Prepaid,4229.88,,2025-07-12 15:46:40
850,29,Kabir Wali,8068558328,"02
Seshadri Marg",De Circle,Mysuru,Karnataka,048686,2025-01-18 13:07:44,2025-01-19 13:07:44,,Failed,Prepaid,4981.34,Weather disruption,2025-09-01 03:40:18
851,493,Ishaan Thakur,08075039957,"85, Shetty",Sami,Coimbatore,Tamil Nadu,809547,2025-07-12 21:21:56,2025-07-13 21:21:56,,Pending,Prepaid,1599.31,,2025-09-02 03:30:00
852,243,Riya Sundaram,4527749611,"14/07, Krishnan",Chaudry Path,Ahmedabad,Gujarat,846169,2025-09-11 09:41:28,2025-09-12 09:41:28,,Returned,COD,3006.09,,2025-05-06 18:39:43
853,336,Shayak Sunder,01185314125,"321
Wadhwa Road",Butala Marg,Ahmedabad,Gujarat,871016,2025-02-04 16:44:09,2025-02-07 16:44:09,,Returned,Prepaid,2176.1,,2025-05-08 01:02:31
854,409,Vritika Singh,+912648037014,"74
Kamdar Zila",Goyal,New Delhi,Delhi,051800,2025-01-10 09:06:47,2025-01-11 09:06:47,,Failed,COD,4997.66,Warehouse delay,2025-04-15 19:46:28
855,265,Siya Sha,+911701466429,"H.No. 17, Ravi Nagar",Lall Path,Bengaluru,Karnataka,191906,2025-06-22 00:42:37,2025-06-24 00:42:37,,Returned,Prepaid,1689.36,,2025-06-12 13:27:56
856,371,Bhamini Agarwal,+912042196475,"85/19, Soman Street",Soni Chowk,New Delhi,Delhi,876379,2025-01-27 11:16:48,2025-02-01 11:16:48,,In-Transit,Prepaid,4392.71,,2025-06-02 08:17:01
857,16,Advik Bail,9893673982,"H.No. 549
Gupta Ganj",Chakrabarti Circle,Coimbatore,Tamil Nadu,686168,2025-07-07 01:24:38,2025-07-08 01:24:38,,Pending,COD,1723.55,,2025-06-05 01:13:35
858,428,Badal Brahmbhatt,+918528228307,"H.No. 66
Chacko Street",Buch Marg,Surat,Gujarat,605860,2025-08-22 20:53:01,2025-08-24 20:53:01,,Pending,Prepaid,4528.81,,2025-02-13 05:39:14
859,244,Fateh Kata,08028845939,"731, Kaul",Ray,Mumbai,Maharashtra,693014,2025-03-16 02:27:40,2025-03-17 02:27:40,,Returned,COD,1539.46,,2025-07-29 13:04:38
860,245,Prerak Sengupta,+914589320343,"H.No. 39, Bora Street",Baria Road,Mumbai,Maharashtra,686204,2025-08-13 11:19:14,2025-08-14 11:19:14,,In-Transit,Prepaid,2379.45,,2025-01-22 03:46:23
861,392,Riya Hora,+910341569229,"30/273
Sarma Nagar",Aggarwal Marg,Ahmedabad,Gujarat,902247,2025-05-02 15:46:44,2025-05-05 15:46:44,,Pending,Prepaid,1980.71,,2025-07-31 15:06:14
862,255,Armaan Shetty,08015285193,"49/968
Borah Zila",Kanda Street,Nagpur,Maharashtra,714922,2025-07-24 10:59:05,2025-07-26 10:59:05,,Pending,Prepaid,4063.79,,2025-08-24 17:07:12
863,462,Seher Behl,8592949199,"697
Singh",Sule Circle,Surat,Gujarat,825589,2025-08-27 10:59:14,2025-09-01 10:59:14,2025-09-01 10:59:14,Delivered,COD,625.09,,2025-08-11 21:08:24
864,130,Nirvi Sawhney,2417991598,"73
Tandon",Rajan Marg,New Delhi,Delhi,880935,2025-03-27 07:01:18,2025-03-30 07:01:18,,Pending,COD,2640.92,,2025-08-27 06:31:22
865,14,Amira Kade,4220758194,"85
Batra Zila",Saha Street,Mumbai,Maharashtra,395064,2025-05-03 20:13:09,2025-05-07 20:13:09,2025-05-07 20:13:09,Delivered,COD,942.38,,2025-03-05 10:00:01
866,483,Aayush Vohra,04073268614,"H.No. 868, Bhargava Marg",Wali Zila,Mysuru,Karnataka,823406,2025-03-08 22:34:40,2025-03-10 22:34:40,,Returned,COD,4537.51,,2025-02-13 10:01:52
867,183,Tarini Varty,9193980524,"H.No. 626, Bose Ganj",Choudhury,Chennai,Tamil Nadu,392029,2025-03-17 04:13:15,2025-03-21 04:13:15,,Returned,Prepaid,4910.47,,2025-08-06 08:12:27
868,202,Jivika Dey,5196678870,"H.No. 839
Dube Street",Balan Street,Chennai,Tamil Nadu,008774,2025-08-31 16:33:25,2025-09-02 16:33:25,,Returned,COD,313.56,,2025-04-20 06:39:03
869,45,Abram Verma,3035228860,"13/430
Bhalla Chowk",Sha Nagar,New Delhi,Delhi,718240,2025-05-10 14:18:31,2025-05-13 14:18:31,,Returned,COD,4547.12,,2025-04-13 20:23:09
870,229,Anahi Sanghvi,09337850356,"09, Khatri Chowk",Subramaniam Road,Ahmedabad,Gujarat,954412,2025-04-30 02:08:00,2025-05-04 02:08:00,,Pending,COD,1040.81,,2025-05-23 09:15:00
871,356,Yasmin Balan,5162433031,"H.No. 534
Khanna Circle",Tripathi Chowk,Surat,Gujarat,502338,2025-04-21 04:26:00,2025-04-23 04:26:00,,Failed,COD,4648.62,Weather disruption,2025-01-21 20:38:56
872,398,Oorja Bir,+911605360575,"584, Andra Nagar",Kuruvilla Chowk,Nagpur,Maharashtra,620716,2025-03-10 17:07:31,2025-03-15 17:07:31,,Pending,COD,2427.48,,2025-04-11 18:29:26
873,415,Reyansh Bajaj,00277999192,"71/537
Raja Circle",Rana Path,Nagpur,Maharashtra,221868,2025-04-05 23:10:14,2025-04-09 23:10:14,,Returned,COD,4312.15,,2025-02-13 18:42:31
874,367,Piya Subramaniam,02548297523,"H.No. 890
Jha Chowk",Gole Nagar,Pune,Maharashtra,066765,2025-08-27 10:32:35,2025-08-29 10:32:35,,Returned,COD,2348.88,,2025-01-29 16:54:55
875,184,Shamik Atwal,7722155397,"H.No. 376, Balasubramanian Zila",Mall Street,New Delhi,Delhi,819497,2025-01-13 11:50:44,2025-01-17 11:50:44,,Failed,Prepaid,2295.29,Incorrect address,2025-03-08 00:23:32
876,491,Shanaya Gole,+917375762334,"H.No. 392, Deshmukh",Gour Path,Ahmedabad,Gujarat,432008,2025-05-05 01:17:41,2025-05-10 01:17:41,2025-05-11 01:17:41,Delivered,COD,2720.77,,2025-04-13 03:10:33
877,97,Hazel Dar,00827601513,"H.No. 505
Dass Path",Khosla Marg,Bengaluru,Karnataka,146436,2025-09-04 13:26:03,2025-09-08 13:26:03,,Pending,COD,4788.92,,2025-04-08 20:03:59
878,115,Aradhya Sahni,08182208689,"89/877
Dua Zila",Venkataraman Nagar,Chennai,Tamil Nadu,944924,2025-06-20 12:02:35,2025-06-21 12:02:35,,Returned,Prepaid,203.94,,2025-06-27 20:44:29
879,89,Nishith Edwin,9812098309,"H.No. 248
Deo Path",Sem Marg,New Delhi,Delhi,782878,2025-01-07 23:10:29,2025-01-11 23:10:29,,Failed,COD,3925.94,Weather disruption,2025-01-11 10:14:25
880,190,Samar Comar,1782755302,"52, Garde Path",Sule Chowk,Ahmedabad,Gujarat,197717,2025-04-17 12:59:07,2025-04-20 12:59:07,,Pending,Prepaid,3896.46,,2025-06-01 15:02:28
881,297,Lavanya Sastry,1160814554,"H.No. 64
Kapur Street",Deo Chowk,Pune,Maharashtra,107475,2025-07-11 07:29:20,2025-07-13 07:29:20,,Failed,COD,1639.8,Stockout,2025-05-12 11:33:22
882,157,Arnav Arya,+919577691191,"40/132
Reddy Ganj",Sastry Path,Chennai,Tamil Nadu,225382,2025-08-13 17:57:41,2025-08-17 17:57:41,,Returned,Prepaid,2356.69,,2025-03-08 08:06:56
883,194,Kavya Deep,+910551077810,"76/137
Mangal Street",Bakshi Chowk,Pune,Maharashtra,917717,2025-02-24 13:34:27,2025-02-25 13:34:27,,Failed,COD,1903.57,Weather disruption,2025-09-06 14:10:11
884,401,Vedika Varghese,06181370006,"95/83, Dutt Path",Varghese Street,Nagpur,Maharashtra,936510,2025-02-28 03:53:16,2025-03-04 03:53:16,,Returned,Prepaid,601.82,,2025-01-21 00:05:45
885,465,Advika Virk,+912893368371,"04/08, Thakkar Path",Chakraborty,New Delhi,Delhi,546381,2025-01-20 07:26:12,2025-01-25 07:26:12,2025-01-25 07:26:12,Delivered,COD,1852.88,,2025-03-09 01:51:20
886,489,Aniruddh Basak,02570031081,"H.No. 128
Som Road",Tripathi Street,Chennai,Tamil Nadu,505708,2025-04-12 08:42:40,2025-04-13 08:42:40,,Pending,Prepaid,336.94,,2025-07-19 12:24:27
887,413,Krish Sachdev,5017054398,"05/336
Venkataraman Ganj",Zachariah Zila,Nagpur,Maharashtra,384190,2025-08-24 10:01:01,2025-08-27 10:01:01,,Returned,Prepaid,4969.11,,2025-08-31 17:58:53
888,164,Chirag Gole,06818851086,"H.No. 253
Kapur Ganj",Shanker,Bengaluru,Karnataka,129185,2025-01-30 04:37:17,2025-01-31 04:37:17,,In-Transit,Prepaid,4451.35,,2025-06-19 20:35:33
889,225,Akarsh Dada,+918550555775,"H.No. 864
Joshi Circle",Sunder Marg,Coimbatore,Tamil Nadu,238349,2025-08-08 16:17:36,2025-08-13 16:17:36,,Pending,Prepaid,1612.32,,2025-08-19 02:54:48
890,17,Dhanush Comar,+918740642141,"272, Devi Road",Choudhury Ganj,Coimbatore,Tamil Nadu,677174,2025-01-13 03:35:24,2025-01-17 03:35:24,,In-Transit,Prepaid,3384.28,,2025-02-10 00:54:59
891,193,Devansh Dash,08580503659,"H.No. 872, Bajaj",Konda Circle,Ahmedabad,Gujarat,571096,2025-09-11 05:32:22,2025-09-15 05:32:22,,Pending,COD,560.85,,2025-07-19 12:53:07
892,23,Mishti Bumb,0665172323,"H.No. 10, Batra Nagar",Jaggi,Surat,Gujarat,911293,2025-01-27 09:53:13,2025-02-01 09:53:13,,In-Transit,Prepaid,2878.63,,2025-04-09 13:14:44
893,437,Dishani Dua,05522955928,"H.No. 998, Ganesan Road",Basak Road,Mysuru,Karnataka,786436,2025-02-03 15:21:43,2025-02-04 15:21:43,,In-Transit,Prepaid,4936.1,,2025-01-16 23:24:24
894,255,Prisha Sengupta,07983012537,"02, Sule Ganj",Bali Nagar,Chennai,Tamil Nadu,702803,2025-05-31 00:25:40,2025-06-04 00:25:40,2025-06-04 00:25:40,Delivered,Prepaid,3399.67,,2025-03-26 01:53:31
895,474,Badal Dora,04510655982,"H.No. 70, Varghese Road",Sunder Street,Mysuru,Karnataka,788006,2025-04-16 07:23:10,2025-04-18 07:23:10,,Pending,Prepaid,4022.9,,2025-08-10 10:47:00
896,17,Chirag Wali,2578970211,"H.No. 963
Wadhwa Street",Devi Circle,Bengaluru,Karnataka,137697,2025-08-05 04:56:27,2025-08-07 04:56:27,,In-Transit,COD,2832.84,,2025-08-10 11:37:55
897,338,Hazel Keer,+912153949658,"49/151
Shere Path",Ahluwalia Path,New Delhi,Delhi,237245,2025-02-20 11:18:03,2025-02-25 11:18:03,,Returned,Prepaid,4372.3,,2025-03-30 10:46:05
898,139,Devansh Chauhan,02955608617,"H.No. 49, Mand Road",Deol,New Delhi,Delhi,413385,2025-01-04 22:43:25,2025-01-08 22:43:25,,Failed,Prepaid,246.21,Traffic congestion,2025-04-10 12:49:42
899,19,Elakshi Dyal,2017490844,"19/15
Grewal Road",Chawla Road,Bengaluru,Karnataka,786534,2025-09-04 19:01:54,2025-09-09 19:01:54,,Returned,Prepaid,3778.55,,2025-05-03 09:41:30
900,436,Abram Dyal,8453128350,"96, Bumb Zila",Kothari Circle,Surat,Gujarat,259785,2025-03-10 12:24:25,2025-03-15 12:24:25,,Failed,COD,877.56,Incorrect address,2025-06-24 13:57:52
901,388,Rhea Krishnan,3318677064,"074, Bhasin Circle",Kala Ganj,New Delhi,Delhi,124660,2025-06-14 23:33:21,2025-06-17 23:33:21,,In-Transit,COD,4728.45,,2025-01-30 07:18:33
902,92,Aradhya Bhagat,+911314738857,"32/478
Rout",Swaminathan Road,Mysuru,Karnataka,704733,2025-04-22 15:44:17,2025-04-24 15:44:17,2025-04-26 15:44:17,Delivered,COD,2717.56,,2025-07-03 21:38:09
903,356,Hiran Sastry,+911070059839,"162, Bava Street",Bedi Road,New Delhi,Delhi,341120,2025-03-17 10:03:08,2025-03-20 10:03:08,,Pending,Prepaid,814.56,,2025-09-10 23:05:28
904,337,Umang Gopal,3043846260,"307
Hegde Street",Khurana Marg,Bengaluru,Karnataka,272329,2025-02-28 19:31:34,2025-03-02 19:31:34,,Failed,Prepaid,2561.71,Traffic congestion,2025-01-21 03:07:08
905,206,Neysa Sagar,6632391758,"79/725, Tripathi Marg",Wali,Pune,Maharashtra,888429,2025-01-31 19:24:11,2025-02-03 19:24:11,,Returned,Prepaid,469.23,,2025-06-26 01:39:00
906,208,Taran Mahal,+913314763601,"19/46
Issac Circle",Warrior Marg,Nagpur,Maharashtra,534546,2025-06-30 11:53:22,2025-07-03 11:53:22,2025-07-05 11:53:22,Delivered,COD,1292.32,,2025-05-09 15:52:51
907,360,Nitara Sabharwal,+919887188499,"759
Balasubramanian Zila",Soman Marg,New Delhi,Delhi,090357,2025-06-06 18:46:55,2025-06-09 18:46:55,,Returned,COD,4878.17,,2025-02-08 13:22:17
908,70,Nishith Krishna,+910798799714,"H.No. 21, Gera Marg",Ghosh Street,Mysuru,Karnataka,518884,2025-06-13 04:40:05,2025-06-15 04:40:05,,Failed,COD,1279.27,Incorrect address,2025-04-20 05:59:56
909,160,Purab Mann,00251693325,"H.No. 85, Kaul Chowk",Ben Zila,Pune,Maharashtra,215970,2025-05-01 05:20:04,2025-05-02 05:20:04,,Failed,Prepaid,873.95,Stockout,2025-08-03 09:13:09
910,225,Kimaya Kothari,2747927253,"649, Basak Path",Sarin Circle,Surat,Gujarat,950862,2025-06-25 03:29:27,2025-06-30 03:29:27,,Pending,Prepaid,3476.29,,2025-04-04 13:19:31
911,228,Anahi Bhasin,02886044565,"33/30, Sekhon Marg",Ramaswamy Zila,Chennai,Tamil Nadu,278928,2025-08-03 23:34:21,2025-08-04 23:34:21,2025-08-05 23:34:21,Delivered,COD,4808.87,,2025-06-14 22:37:21
912,323,Zain Wagle,02614433642,"H.No. 334, Cheema Marg",Kulkarni Circle,Mumbai,Maharashtra,635588,2025-01-15 07:31:12,2025-01-19 07:31:12,,Failed,Prepaid,3323.13,Weather disruption,2025-07-19 17:42:11
913,476,Krish Dubey,0616280281,"998, Karan Circle",Ghose Zila,Nagpur,Maharashtra,543277,2025-05-27 00:47:02,2025-05-31 00:47:02,,In-Transit,COD,1573.22,,2025-02-08 05:05:42
914,467,Vidur Bansal,+912332168191,"494, Trivedi Road",Soman Street,New Delhi,Delhi,568268,2025-05-21 15:13:24,2025-05-25 15:13:24,2025-05-26 15:13:24,Delivered,COD,524.85,,2025-01-28 21:23:11
915,7,Yasmin Rana,03100141138,"15/27, Kalla Zila",Balakrishnan Nagar,Bengaluru,Karnataka,859202,2025-08-20 03:45:29,2025-08-25 03:45:29,2025-08-26 03:45:29,Delivered,Prepaid,1632.98,,2025-01-25 21:06:48
916,429,Pihu Sachdev,+914528087903,"H.No. 388, Mall Road",Chaudhuri,Ahmedabad,Gujarat,925912,2025-06-20 04:19:56,2025-06-23 04:19:56,,Failed,COD,3720.25,Weather disruption,2025-05-27 15:02:36
917,378,Khushi Seshadri,5852916034,"H.No. 533
Choudhury Chowk",Sengupta Path,Surat,Gujarat,893598,2025-06-05 21:14:50,2025-06-07 21:14:50,,Returned,Prepaid,410.39,,2025-07-21 20:27:58
918,214,Anika Vohra,+915453458058,"436, Mangat Ganj",Hegde Chowk,Pune,Maharashtra,219435,2025-01-14 04:32:28,2025-01-16 04:32:28,,Returned,COD,3929.4,,2025-03-08 19:55:10
919,50,Dhanuk Badal,6828959358,"79/331, Arya Circle",Kannan Road,Ahmedabad,Gujarat,655260,2025-01-24 18:53:47,2025-01-29 18:53:47,,Pending,COD,1363.33,,2025-07-14 02:29:25
920,357,Onkar Kant,9882253164,"696
Shroff Path",Kamdar Road,Surat,Gujarat,127652,2025-02-27 07:42:01,2025-03-01 07:42:01,,In-Transit,COD,2501.66,,2025-05-10 21:32:51
921,9,Inaaya  Butala,4185781286,"42/518, Raju Street",Hayer,Mumbai,Maharashtra,835257,2025-01-09 23:48:49,2025-01-12 23:48:49,,In-Transit,Prepaid,4246.01,,2025-09-11 08:35:25
922,406,Lakshit Sood,5431807003,"307, Basu Circle",Bhatnagar Nagar,Ahmedabad,Gujarat,930377,2025-06-06 11:42:25,2025-06-11 11:42:25,2025-06-12 11:42:25,Delivered,COD,3815.92,,2025-09-09 21:27:44
923,181,Shalv Ahluwalia,+918216944838,"09/19, Randhawa",Kanda Ganj,Mumbai,Maharashtra,201944,2025-06-03 09:13:58,2025-06-05 09:13:58,,Failed,COD,4374.59,Traffic congestion,2025-08-26 07:24:19
924,18,Renee Hayer,9885902617,"367, Kanda",Venkataraman Nagar,Bengaluru,Karnataka,673394,2025-05-01 16:55:36,2025-05-05 16:55:36,,Pending,COD,1137.72,,2025-07-18 04:41:47
925,438,Kiara Bhatt,2402536219,"97/26
Acharya Road",Dewan Marg,Mumbai,Maharashtra,924830,2025-02-11 10:28:20,2025-02-16 10:28:20,,In-Transit,Prepaid,1239.81,,2025-05-20 14:47:07
926,444,Vihaan Rajagopal,7735668528,"19, Batra Path",Shankar Ganj,Surat,Gujarat,989667,2025-09-08 17:27:05,2025-09-09 17:27:05,,Returned,Prepaid,4233.74,,2025-01-16 09:57:16
927,178,Lakshit Magar,+913557471021,"H.No. 850
Ratti",Kapadia Path,Mumbai,Maharashtra,244437,2025-07-19 22:36:32,2025-07-20 22:36:32,,Failed,Prepaid,3645.59,Stockout,2025-04-07 10:57:17
928,11,Arhaan Goswami,+914744923404,"900
Wason Street",Chanda Chowk,Ahmedabad,Gujarat,104089,2025-06-12 09:25:46,2025-06-16 09:25:46,,Failed,Prepaid,959.09,Stockout,2025-01-08 23:28:43
929,493,Saksham Ramesh,07710046069,"28, Dewan Chowk",Vala Street,Ahmedabad,Gujarat,820658,2025-04-27 22:25:18,2025-05-02 22:25:18,2025-05-02 22:25:18,Delivered,COD,3390.42,,2025-08-09 08:52:13
930,317,Vanya Desai,8981960652,"H.No. 203, Trivedi Nagar",Tripathi Circle,Bengaluru,Karnataka,183654,2025-02-10 08:38:18,2025-02-15 08:38:18,,Failed,Prepaid,3698.08,Warehouse delay,2025-01-02 08:22:03
931,344,Charvi Deshmukh,4384289140,"H.No. 372
Bains Ganj",Cheema Circle,Chennai,Tamil Nadu,404614,2025-04-10 15:05:40,2025-04-11 15:05:40,,Pending,Prepaid,997.12,,2025-01-31 13:03:39
932,355,Raunak Bhatnagar,00215598017,"83
Kade Circle",Dube Circle,Mysuru,Karnataka,776188,2025-01-17 07:54:10,2025-01-19 07:54:10,,Returned,Prepaid,3969.82,,2025-01-29 21:50:50
933,466,Himmat Samra,+914345790884,"H.No. 027
Sehgal Marg",Zachariah Street,Surat,Gujarat,018442,2025-04-25 00:01:22,2025-04-28 00:01:22,,Failed,Prepaid,2972.44,Traffic congestion,2025-09-05 11:52:17
934,162,Shaan Wali,8255434315,"080
Edwin Road",Dixit Zila,Chennai,Tamil Nadu,862347,2025-02-05 21:20:07,2025-02-10 21:20:07,,Returned,Prepaid,686.73,,2025-06-24 06:47:30
935,365,Vihaan Jain,+911750233635,"02
Cheema Nagar",Trivedi Road,Chennai,Tamil Nadu,204115,2025-03-12 09:29:50,2025-03-17 09:29:50,,In-Transit,Prepaid,2041.67,,2025-03-13 18:19:48
936,485,Abram Bose,03605518935,"59/55
Sibal Street",Dutt Zila,Ahmedabad,Gujarat,067740,2025-07-20 11:56:28,2025-07-21 11:56:28,,Pending,COD,2999.88,,2025-07-10 09:08:03
937,361,Samar Madan,01945535342,"H.No. 857
Shanker Zila",Kashyap Zila,Chennai,Tamil Nadu,531747,2025-02-13 13:32:43,2025-02-18 13:32:43,2025-02-20 13:32:43,Delivered,COD,475.24,,2025-06-11 23:42:04
938,12,Ayesha Dani,2427622500,"H.No. 66, Wable Nagar",Walia Street,Coimbatore,Tamil Nadu,838960,2025-08-25 21:52:45,2025-08-27 21:52:45,2025-08-28 21:52:45,Delivered,COD,2204.41,,2025-08-01 10:29:53
939,139,Priyansh Rege,7421982904,"40/369, Chahal",Butala,Mysuru,Karnataka,803498,2025-06-02 10:40:22,2025-06-03 10:40:22,,Returned,Prepaid,4675.53,,2025-05-25 14:39:42
940,1,Purab Som,07706282822,"55, Ratta Path",Grover Nagar,Ahmedabad,Gujarat,390361,2025-02-20 08:29:00,2025-02-22 08:29:00,,In-Transit,COD,4283.78,,2025-04-11 21:37:33
941,311,Zeeshan Ahluwalia,9912351139,"H.No. 955
Ramaswamy Marg",Srivastava,Coimbatore,Tamil Nadu,671652,2025-01-03 18:40:41,2025-01-06 18:40:41,,Returned,Prepaid,2068.31,,2025-08-24 16:27:42
942,388,Veer Bhatti,9122988682,"31/250
Basu Chowk",Choudhury Road,Pune,Maharashtra,404263,2025-02-04 20:57:48,2025-02-09 20:57:48,2025-02-10 20:57:48,Delivered,COD,4707.63,,2025-04-25 21:51:26
943,72,Bhamini Dey,+911415461443,"873
Gopal Zila",Subramaniam Zila,Coimbatore,Tamil Nadu,618826,2025-07-09 10:33:36,2025-07-10 10:33:36,,Pending,Prepaid,2975.5,,2025-07-11 09:43:27
944,133,Dhanuk Sundaram,09546248123,"52/541, Ghosh Path",Sawhney Zila,Mysuru,Karnataka,244649,2025-06-08 14:33:27,2025-06-10 14:33:27,,Failed,Prepaid,4914.73,Warehouse delay,2025-04-02 05:49:51
